,,,,,,,,,,,,,,
BT18CSE001,MAL101,AB,BEL102,BB,BSL101,AA,CSL101,BC,ECL101,AB,SAP 101,AB,HUL102,AA
BT18CSE002,MAL101,BC,BEL102,CD,BSL101,BB,CSL101,CD,ECL101,BB,SAP 101,BB,HUL102,AB
BT18CSE003,MAL101,AB,BEL102,CC,BSL101,BB,CSL101,CC*,ECL101,BB,SAP 101,BB,HUL102,AB
BT18CSE004,MAL101,AB,BEL102,BB,BSL101,AA,CSL101,AA,ECL101,AB,SAP 101,AB,HUL102,AB
BT18CSE005,MAL101,CC,BEL102,CD,BSL101,BB,CSL101,AB,ECL101,BB,SAP 101,BC,HUL102,CC
BT18CSE006,MAL101,BB,BEL102,CC,BSL101,BB,CSL101,CC,ECL101,BC,SAP 101,BC,HUL102,AB
BT18CSE007,MAL101,AB,BEL102,BB,BSL101,AB,CSL101,AB,ECL101,BB,SAP 101,BB,HUL102,AB
BT18CSE008,MAL101,DD,BEL102,DD,BSL101,DD,CSL101,BC,ECL101,CD,SAP 101,BB,HUL102,CC
BT18CSE009,MAL101,Abs,BEL102,W,BSL101,W,CSL101,,ECL101,,SAP 101,,HUL102,W
BT18CSE010,MAL101,AB,BEL102,CC,BSL101,AB,CSL101,BB,ECL101,AB,SAP 101,BC,HUL102,BB
BT18CSE011,MAL101,BB,BEL102,DD*,BSL101,CD,CSL101,FF,ECL101,FF,SAP 101,BC,HUL102,BC
BT18CSE012,MAL101,FF,BEL102,DD,BSL101,CD,CSL101,BC,ECL101,CC,SAP 101,BC,HUL102,BC
BT18CSE013,MAL101,AB,BEL102,AB,BSL101,AA,CSL101,AB,ECL101,AB,SAP 101,BB,HUL102,AA
BT18CSE014,MAL101,FF,BEL102,FF,BSL101,DD,CSL101,FF,ECL101,FF,SAP 101,BC,HUL102,CC
BT18CSE015,MAL101,AA,BEL102,BC,BSL101,BB,CSL101,BC,ECL101,BB,SAP 101,AB,HUL102,BC
BT18CSE016,MAL101,FF,BEL102,DD,BSL101,DD,CSL101,FF,ECL101,DD*,SAP 101,BC,HUL102,CC
BT18CSE017,MAL101,AB,BEL102,CC,BSL101,BB,CSL101,BC,ECL101,CC,SAP 101,BC,HUL102,BC
BT18CSE018,MAL101,AA,BEL102,AA,BSL101,AB,CSL101,BB,ECL101,AB,SAP 101,BB,HUL102,AB
BT18CSE019,MAL101,BC,BEL102,BC,BSL101,BC,CSL101,DD,ECL101,CC,SAP 101,BC,HUL102,CC
BT18CSE020,MAL101,DD,BEL102,CC,BSL101,BC,CSL101,FF,ECL101,CD,SAP 101,BC,HUL102,CC
BT18CSE021,MAL101,BC,BEL102,BC,BSL101,CD,CSL101,FF,ECL101,DD,SAP 101,CC,HUL102,CD
BT18CSE022,MAL101,DD,BEL102,BC*,BSL101,DD,CSL101,DD,ECL101,CD,SAP 101,BC,HUL102,DD
BT18CSE023,MAL101,AA,BEL102,AA,BSL101,AA,CSL101,AB,ECL101,AA,SAP 101,BB,HUL102,AB
BT18CSE024,MAL101,BC,BEL102,CC,BSL101,AB,CSL101,BB,ECL101,BB,SAP 101,BC,HUL102,AB
BT18CSE025,MAL101,FF,BEL102,DD,BSL101,DD,CSL101,FF,ECL101,CD,SAP 101,BB,HUL102,BB
BT18CSE026,MAL101,AB,BEL102,CC,BSL101,AB,CSL101,CC,ECL101,BB,SAP 101,BB,HUL102,BC
BT18CSE027,MAL101,CC,BEL102,DD,BSL101,BC,CSL101,DD,ECL101,BC,SAP 101,BB,HUL102,AB
BT18CSE028,MAL101,Abs,BEL102,W,BSL101,w,CSL101,,ECL101,,SAP 101,,HUL102,W
BT18CSE029,MAL101,FF,BEL102,CD*,BSL101,BC,CSL101,FF,ECL101,CC,SAP 101,BB,HUL102,BC
BT18CSE030,MAL101,AA,BEL102,AA,BSL101,AA,CSL101,AB,ECL101,AA,SAP 101,AB,HUL102,AA
BT18CSE031,MAL101,AB,BEL102,BB,BSL101,BB,CSL101,BC,ECL101,BB,SAP 101,BB,HUL102,BB
BT18CSE032,MAL101,BC,BEL102,BB,BSL101,BB,CSL101,AA,ECL101,BC,SAP 101,BB,HUL102,CC
BT18CSE033,MAL101,FF,BEL102,FF,BSL101,FF,CSL101,FF,ECL101,DD,SAP 101,CC,HUL102,CD
BT18CSE034,MAL101,BB,BEL102,CC,BSL101,CD,CSL101,BB,ECL101,BB,SAP 101,BB,HUL102,BB
BT18CSE035,MAL101,AB,BEL102,AA,BSL101,BB,CSL101,BB,ECL101,BB,SAP 101,BB,HUL102,BC
BT18CSE036,MAL101,AA,BEL102,AB,BSL101,AB,CSL101,BC,ECL101,AB,SAP 101,BB,HUL102,CC
BT18CSE037,MAL101,CC,BEL102,BC,BSL101,BC,CSL101,BC,ECL101,BC,SAP 101,BB,HUL102,BC
