BT17CSE105,CSL204,DD,CSL202,CD,CSL203,DD*,MAL201,CD,ECL202,FF,CSP201,BC,NULL,NULL
BT17CSE106,CSL204,CC,CSL202,CD,CSL203,CD,MAL201,CC,ECL202,DD,CSP201,BB,NULL,NULL
BT17CSE107,CSL204,CD,CSL202,CD,CSL203,CD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE108,CSL204,CC,CSL202,CC,CSL203,DD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE109,CSL204,BB,CSL202,BC,CSL203,BB,MAL201,BC,ECL202,CC,CSP201,AB,NULL,NULL
BT17CSE110,CSL204,BC,CSL202,CD,CSL203,BC,MAL201,CC,ECL202,CD,CSP201,BB,NULL,NULL
BT17CSE111,CSL204,CC,CSL202,CD,CSL203,DD,MAL201,CC,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE113,CSL204,FF,CSL202,,CSL203,FF,MAL201,FF,ECL202,W,CSP201,FF,NULL,NULL
BT17CSE114,CSL204,CD,CSL202,CC,CSL203,CD,MAL201,CD,ECL202,CD,CSP201,BC,NULL,NULL
BT17CSE115,CSL204,BC,CSL202,BC,CSL203,AB,MAL201,AA,ECL202,BB,CSP201,AB,NULL,NULL
BT17CSE116,CSL204,AB,CSL202,AB,CSL203,BB,MAL201,AB,ECL202,AB,CSP201,AB,NULL,NULL
