BT17ECE001,ECL204,FF,ECL201,DD,ECL203,FF,MAL201,FF,ECL204,FF,CSP201,CC,NULL,NULL
BT17ECE002,ECL204,AA,ECL201,AA,ECL203,AA,MAL201,AA,ECL204,AA,CSP201,AB,NULL,NULL
BT17ECE003,ECL204,AB,ECL201,AB,ECL203,BB,MAL201,CC,ECL204,BB,CSP201,AB,NULL,NULL
BT17ECE006,ECL204,DD,ECL201,DD,ECL203,FF,MAL201,CD,ECL204,FF,CSP201,DD,NULL,NULL
BT17ECE008,ECL204,AB,ECL201,AB,ECL203,AA,MAL201,BB,ECL204,AB,CSP201,AB,NULL,NULL
BT17ECE009,ECL204,BC,ECL201,BB,ECL203,BC,MAL201,BC,ECL204,BB,CSP201,AB,NULL,NULL
BT17ECE010,ECL204,AB,ECL201,AA,ECL203,AB,MAL201,BC,ECL204,BB,CSP201,AB,NULL,NULL
BT17ECE013,ECL204,BB,ECL201,AB,ECL203,BB,MAL201,CC,ECL204,BC,CSP201,BC,NULL,NULL
BT17ECE017,ECL204,AA,ECL201,AA,ECL203,AA,MAL201,AB,ECL204,AB,CSP201,BB,NULL,NULL
BT17ECE021,ECL204,AA,ECL201,AA,ECL203,AB,MAL201,AB,ECL204,AB,CSP201,AA,NULL,NULL
BT17ECE022,ECL204,CD,ECL201,DD,ECL203,DD,MAL201,CD,ECL204,CD,CSP201,CD,NULL,NULL
BT17ECE026,ECL204,BB,ECL201,AA,ECL203,BB,MAL201,BB,ECL204,BB,CSP201,BB,NULL,NULL
BT17ECE028,ECL204,CC,ECL201,CD,ECL203,DD,MAL201,CC,ECL204,CC,CSP201,CC,NULL,NULL
BT17ECE032,ECL204,BB,ECL201,AB,ECL203,BC,MAL201,CC,ECL204,BC,CSP201,AB,NULL,NULL
BT17ECE033,ECL204,CC,ECL201,BC,ECL203,DD,MAL201,CD,ECL204,CC,CSP201,BC,NULL,NULL
BT17ECE034,ECL204,BC,ECL201,AB,ECL203,BC,MAL201,CC,ECL204,BB,CSP201,BC,NULL,NULL
BT17ECE035,ECL204,BB,ECL201,BB,ECL203,BB,MAL201,BC,ECL204,AB,CSP201,AB,NULL,NULL
BT17ECE036,ECL204,CD*,ECL201,CD,ECL203,DD,MAL201,CD,ECL204,CD,CSP201,CD,NULL,NULL
BT17ECE038,ECL204,CC,ECL201,CC,ECL203,DD,MAL201,CC,ECL204,CD,CSP201,CD,NULL,NULL
BT17ECE040,ECL204,BB,ECL201,AA,ECL203,CC,MAL201,BC,ECL204,BC,CSP201,BB,NULL,NULL
BT17ECE041,ECL204,CC,ECL201,CC,ECL203,DD,MAL201,BC,ECL204,CC,CSP201,CD,NULL,NULL
BT17ECE042,ECL204,CC,ECL201,BB,ECL203,AA,MAL201,BC,ECL204,AB,CSP201,CC,NULL,NULL
